x_pos,time,y_pos,u_x,u_y,u_x_der,u_y_der,roll,roll_der,yaw,yaw_der,yaw_der_der,steering,time,throttle
-1.1045645343300048,0.0,-1.4572774782753177,-0.00056392435443079,0.000293350406261337,-0.43153199552359583,0.685255488437152,-0.04763667056976993,0.0075757362033398905,1.2640169667194097,-0.006890136463927629,25.54262948442489,0.0,0.0,-0.008481373383663613
-1.9128188418291514,0.054078524981479956,-2.5237619156039037,-0.0008589594032245356,-0.0023207735454499317,-0.04723457780308557,-2.185928634021449,-0.0840967193936641,0.11858522561605651,2.189423286990039,0.0478999197658147,14.284337950322557,0.0,0.054078524981479956,0.013688220006099807
-1.6937031337516066,0.10815704996295991,-2.2345855118647475,0.0012124753308266427,-8.549537769114016e-05,0.040630014842820576,3.3703282044483753,-0.07379047312753964,0.1147803239778,1.9384794080465901,0.056051927955333494,1.9523120066891286,-3.0689445280010125e-07,0.10815704996295991,-0.027716332675062457
-1.8124363050537105,0.16223557494443985,-2.391336716562824,0.0012953735222320517,-0.006185168490633833,0.00705831901769067,-12.080903363946964,-0.0773013486992436,-0.014610846048209355,2.074467233119439,0.0004451064064403761,-25.689314305000654,-8.803039228154901e-05,0.16223557494443985,0.1618429980944115
-1.7388765512387632,0.21631409992591982,-2.294227903662637,0.0005545781809911157,-0.027963522124491706,-0.03117979160143369,-7.566502204866385,-0.07498158348595843,-0.19366685696734423,1.9903973116451996,-0.06951452032911795,-18.496135216189156,-0.00015624996961186038,0.21631409992591982,0.3626193282779598
-1.7860334943924434,0.2703926249073998,-2.3564801731963727,0.0002059878512782857,-0.029797967330014063,-0.48450617920621336,2.629122709328031,-0.07724307907684655,-0.1840864464585239,2.044094512522371,-0.06959396998212233,8.444490871284968,1.2859503437254117e-05,0.2703926249073998,0.37126916482539507
-1.7560863303306746,0.3244711498888797,-2.3169159606134806,0.00021749127584330788,-0.010235365299136615,1.5494854522164712,-0.18600823106783299,-0.07544652406233546,-0.05587976465401662,2.0095862047376594,-0.028355480678941742,-5.966826354870137,-0.0004332788933712489,0.3244711498888797,0.40764498836279
-1.7743942353285418,0.3785496748703597,-2.341130892286323,3.313580389024516e-05,0.002559787964215099,-3.274762627601538,-0.48874328170968107,-0.07606578514727656,0.012850951403206176,2.030872197813906,0.003841789929920844,9.7086927494835,0.00034236971438142915,0.3785496748703597,0.4060038791623128
-1.7639221151928879,0.43262819985183965,-2.327250593530272,-0.00029082747359916874,-0.0017076420325494537,5.98741158109568,1.8913224859463453,-0.07616618175544967,0.0052471242139306385,2.018892498314327,7.786477542792609e-05,-14.649533028578713,-0.0009930247202186695,0.43262819985183965,0.42215987093376933
-1.7692913944049518,0.4867067248333196,-2.3343749173791326,0.0011876258272247471,0.001291822806877467,-10.037580934492416,-3.756016236286225,-0.07558215839794342,-0.008919192347780274,2.0250678955931902,0.004866266640944692,23.12351096875588,0.0011040050332261292,0.4867067248333196,0.41296653572214
