steering,time,throttle
0.0,0.0,-0.008481373383663613
0.0,0.054078524981479956,0.013688220006099807
-3.0689445280010125e-07,0.10815704996295991,-0.027716332675062457
-8.803039228154901e-05,0.16223557494443985,0.1618429980944115
-0.00015624996961186038,0.21631409992591982,0.3626193282779598
1.2859503437254117e-05,0.2703926249073998,0.37126916482539507
-0.0004332788933712489,0.3244711498888797,0.40764498836279
0.00034236971438142915,0.3785496748703597,0.4060038791623128
-0.0009930247202186695,0.43262819985183965,0.42215987093376933
0.0011040050332261292,0.4867067248333196,0.41296653572214
-0.0020283955442754846,0.5407852498147996,0.3970537676187777
0.0022803768401037515,0.5948637747962795,0.3708021477022057
0.006763734650072214,0.6489422997777594,0.35170413415234586
0.2216267797499622,0.7030208247592394,0.34140729240094647
0.3319872429491617,0.7570993497407194,0.3397093593545823
0.3737982438607847,0.8111778747221994,0.3372363710932825
0.4225346415313425,0.8652563997036793,0.33699044000168404
0.4507422588753407,0.9193349246851592,0.33707848239055144
0.4701370371845798,0.9734134496666392,0.3370288640321962
0.4806298824161452,1.0274919746481193,0.3370527460486609
0.4725270609821192,1.0815704996295992,0.3370094336898592
0.45047836050586615,1.135649024611079,0.33704461985206596
0.40837178392354184,1.189727549592559,0.3370101436908266
0.3813813109680521,1.243806074574039,0.3370805505253841
0.3619319435228976,1.2978845995555188,0.3370028205812446
0.3464720516984044,1.351963124536999,0.33715707818154994
0.33919497943531124,1.4060416495184789,0.3368935909353941
0.33477525746996023,1.4601201744999588,0.3390035046467768
0.3354117555223134,1.5141986994814387,0.3415722942719578
0.33512504639185925,1.5682772244629186,0.34754065929097083
0.33512159006546477,1.6223557494443988,0.3549060231042197
0.337743919450324,1.6764342744258787,0.36118323892613396
0.3455426736348556,1.7305127994073586,0.3628580678280943
0.35311335087389417,1.7845913243888385,0.36888159540577137
0.3564423717796063,1.8386698493703184,0.3703863866300241
0.3572106919505223,1.8927483743517985,0.37031303999171383
0.3584287540875284,1.9468268993332785,0.36980244684065855
0.3582360968573734,2.0009054243147584,0.3832675306975145
0.35835738471907896,2.0549839492962385,0.40902988183932026
0.35832936524866865,2.109062474277718,0.4361428606255652
0.35835878469759325,2.1631409992591983,0.4644223562612837
0.35836913337101434,2.217219524240678,0.4775335890631336
0.3583364837049264,2.271298049222158,0.47244046184397775
0.3583925059306572,2.3253765742036383,0.4594769944664509
0.3583274032972559,2.379455099185118,0.4453501857198052
0.35835502978852796,2.433533624166598,0.4337976742332921
0.3513978815605532,2.487612149148078,0.42296210280708463
0.3376951493429739,2.541690674129558,0.4152114015603648
0.3151551484609922,2.5957691991110377,0.40810314409961457
0.2819663929482155,2.649847724092518,0.405607298564243
0.23791999866916003,2.703926249073998,0.4012213273510736
0.19429236840483563,2.7580047740554776,0.3973205366866601
0.16459141523016815,2.8120832990369578,0.3917528717232441
0.14417368285619545,2.8661618240184374,0.3870575451336475
0.1161601871091084,2.9202403489999176,0.38479664437242805
0.09830880015452334,2.9743188739813977,0.38284139014908175
0.08172355250000947,3.0283973989628774,0.38166133033577293
0.06083045619672436,3.0824759239443575,0.3776869689644964
0.045660770672894556,3.1365544489258372,0.37328646967582463
0.03360546361844371,3.1906329739073174,0.37150200033287484
0.02597253992881108,3.2447114988887975,0.368698096665666
0.01683588460748974,3.298790023870277,0.3678951997997301
0.0031344310481753053,3.3528685488517573,0.36540928492271807
-0.00045774455999663256,3.406947073833237,0.3655197772763872
-6.492455584162115e-05,3.461025598814717,0.3654029566058483
-3.923192139831221e-05,3.5151041237961973,0.3654949879369218
-0.0003375085347456609,3.569182648777677,0.3654158591365466
0.00028513955194538757,3.623261173759157,0.36553189489855875
-0.0007306618618769747,3.677339698740637,0.3653959880701388
0.0010825726969309016,3.731418223722117,0.36571793198425584
-0.0025360731260508592,3.785496748703597,0.3685525844876015
0.021738379065684786,3.839575273685077,0.37480689195891126
0.0933566585263609,3.893653798666557,0.3820052693955876
0.160303961584026,3.9477323236480366,0.385485538107362
0.21721710322615018,4.001810848629517,0.38992182182890467
0.24133188257337265,4.055889373610997,0.3981174914271122
0.2518541798740947,4.109967898592477,0.40423040967448787
0.2561758177911273,4.164046423573956,0.4060901164135736
0.21892715491066195,4.218124948555436,0.4112056301746238
0.17174664374399054,4.2722034735369165,0.413471884421055
0.11666802625236819,4.326281998518397,0.413602598792308
0.057038109484060344,4.380360523499877,0.41621382339431856
0.003382974673145989,4.434439048481356,0.4157782472259985
-0.0005571013256585732,4.488517573462836,0.41595106375780383
0.00012015632331082381,4.542596098444316,0.41596759468886374
-0.00018225903453784984,4.5966746234257965,0.4157184040364763
-3.475959013119227e-05,4.650753148407277,0.41625915196316143
-0.00011839492084874897,4.704831673388756,0.41176805076491296
-5.745969745373647e-05,4.758910198370236,0.4003433257168751
-6.90633253296001e-05,4.812988723351716,0.3891809110123942
-3.603375130549919e-05,4.867067248333196,0.3820002545767445
-3.225710474383704e-05,4.921145773314676,0.374438430068469
0.0,4.975224298296156,0.3685054638699356
0.0,5.029302823277636,0.36444707091383544
0.0,5.083381348259116,0.34871285563952453
0.0,5.137459873240596,0.3387630390590912
0.0,5.191538398222075,0.328113246812999
0.0,5.245616923203555,0.3178973735720454
0.0,5.299695448185036,0.30841306658369466
0.0,5.353773973166516,0.2958239642181468
0.0,5.407852498147996,0.28516702492697277
0.0,5.461931023129475,0.28204276144517415
0.0,5.516009548110955,0.28268035082731113
0.0,5.570088073092435,0.28219770115219595
0.0,5.6241665980739155,0.28268102719193267
0.0,5.678245123055396,0.2752548802191893
0.0,5.732323648036875,0.2639182108681057
0.0,5.786402173018355,0.2619450981809924
0.0,5.840480697999835,0.2622059301611515
0.0,5.894559222981315,0.2733080140818513
0.0,5.948637747962795,0.2880036754470425
0.0,6.002716272944275,0.30376083182953845
0.0,6.056794797925755,0.3207644084006109
0.0,6.110873322907235,0.3306727562960245
0.0,6.164951847888715,0.3355377427695896
0.0,6.219030372870195,0.3294439485439605
0.0,6.2731088978516745,0.3126931258584253
0.0,6.327187422833155,0.29744396848472915
0.0,6.381265947814635,0.2860506564006929
0.0,6.435344472796115,0.27385122119232397
0.0,6.489422997777595,0.27201575820408197
0.0,6.543501522759074,0.273759933193932
0.0,6.597580047740554,0.27335420852591946
0.0,6.6516585727220345,0.27349192370195
0.0,6.705737097703515,0.2733216415191161
0.0,6.759815622684995,0.2681289697386018
0.0,6.813894147666474,0.2627064220961827
0.0,6.867972672647954,0.2415003109002692
0.0,6.922051197629434,0.22424541508300908
0.0,6.9761297226109145,0.21282499376373054
0.0,7.030208247592395,0.20794571639686996
0.0,7.084286772573874,0.2108952792390229
0.0,7.138365297555354,0.2103814653016293
0.0,7.192443822536834,0.2110966755520348
0.0,7.246522347518314,0.20958125997312135
0.0,7.300600872499794,0.20427709751579504
0.0,7.354679397481274,0.1949316736563533
0.0,7.408757922462754,0.1891241447798449
0.0,7.462836447444234,0.1872648663835247
0.0,7.516914972425714,0.1864001829184969
0.0,7.570993497407194,0.18212317886090695
0.0,7.625072022388673,0.1689399610899292
0.0,7.679150547370154,0.12580250060536635
0.0,7.733229072351634,0.0929848393733844
0.0,7.787307597333114,0.06900835512351633
0.0,7.841386122314594,0.054973157750771516
0.0,7.895464647296073,0.05259168752495958
0.0,7.949543172277553,0.050631857821703354
0.0,8.003621697259033,0.05525246079402265
0.0,8.057700222240513,0.0764791658893192
0.0,8.111778747221994,0.09807774632025225
0.0,8.165857272203473,0.11664247068077521
0.0,8.219935797184954,0.13516561336188646
0.0,8.274014322166433,0.1646347146665877
0.0,8.328092847147913,0.19462571019791783
0.0,8.382171372129394,0.20361931048889167
0.0,8.436249897110873,0.207338378509607
0.0,8.490328422092354,0.21777595651018816
0.0,8.544406947073833,0.23155560974428097
0.0,8.598485472055312,0.2481825187547713
0.0,8.652563997036793,0.26268903580034947
0.0,8.706642522018273,0.27188667925585225
0.0,8.760721046999754,0.27598564276518683
0.0,8.814799571981233,0.2764273723080319
0.0,8.868878096962712,0.2874750432381219
0.0,8.922956621944193,0.3081073759524578
0.0,8.977035146925672,0.3252622850708256
0.0,9.031113671907153,0.3443997006468325
